Year,Month,Day,water_year,water_month,water_day,model,flow,rcp
2001,4,5,2001,7,187,CMCC-CMS,576489.32,4.5
2001,4,25,2001,7,207,HadGEM2-ES,294265.71,4.5
2001,6,10,2001,9,253,CESM1-BGC,80402.24,4.5
2001,9,22,2001,12,357,CNRM-CM5,63846.95,4.5
2002,1,3,2002,4,95,CESM1-BGC,544646.71,4.5
2002,1,4,2002,4,96,CMCC-CMS,546640.27,4.5
2002,1,22,2002,4,114,CCSM4,554281.85,4.5
2002,1,28,2002,4,120,HadGEM2-ES,288600.91,4.5
2002,2,3,2002,5,126,MIROC5,983386.1,4.5
2002,3,23,2002,6,174,GFDL-CM3,204930.82,4.5
2002,3,26,2002,6,177,HadGEM2-CC,341387.41,4.5
2002,3,30,2002,6,181,CNRM-CM5,284588.74,4.5
2002,4,5,2002,7,187,ACCESS1-0,145059.4,4.5
2002,6,19,2002,9,262,CanESM2,53543.62,4.5
2002,11,23,2003,2,54,CanESM2,103251.94,4.5
2002,12,5,2003,3,66,GFDL-CM3,1131311.43,4.5
2002,12,26,2003,3,87,HadGEM2-CC,104698.83,4.5
2003,1,4,2003,4,96,HadGEM2-ES,197454.54,4.5
2003,1,15,2003,4,107,ACCESS1-0,375739.25,4.5
2003,2,10,2003,5,133,CESM1-BGC,281209.56,4.5
2003,2,17,2003,5,140,CMCC-CMS,479251.41,4.5
2003,3,17,2003,6,168,MIROC5,355757.15,4.5
2003,6,4,2003,9,247,CNRM-CM5,88255.73,4.5
2003,7,19,2003,10,292,CCSM4,52920.82,4.5
2004,12,15,2005,3,76,ACCESS1-0,186022.45,4.5
2005,1,19,2005,4,111,CESM1-BGC,1142667.13,4.5
2005,2,11,2005,5,134,CNRM-CM5,377349.33,4.5
2005,2,16,2005,5,139,HadGEM2-ES,220573.35,4.5
2005,3,5,2005,6,156,CanESM2,605861.54,4.5
2005,3,17,2005,6,168,GFDL-CM3,130481.52,4.5
2005,3,20,2005,6,171,MIROC5,145782.52,4.5
2005,4,2,2005,7,184,HadGEM2-CC,455112.86,4.5
2005,4,30,2005,7,212,CCSM4,227229.08,4.5
2005,5,14,2005,8,226,CMCC-CMS,123846.53,4.5
2005,11,24,2006,2,55,CNRM-CM5,132888.33,4.5
2005,12,7,2006,3,68,HadGEM2-ES,551533.48,4.5
2006,1,26,2006,4,118,GFDL-CM3,260850.92,4.5
2006,2,18,2006,5,141,HadGEM2-CC,327417.75,4.5
2006,2,21,2006,5,144,CCSM4,92762.35,4.5
2006,2,22,2006,5,145,CanESM2,470108.61,4.5
2006,3,2,2006,6,153,CMCC-CMS,576353.45,4.5
2006,3,3,2006,6,154,CESM1-BGC,442813.39,4.5
2006,3,9,2006,6,160,ACCESS1-0,349340.49,4.5
2006,3,10,2006,6,161,MIROC5,80066.3,4.5
2006,12,10,2007,3,71,CMCC-CMS,603960.39,4.5
2007,1,28,2007,4,120,HadGEM2-CC,517764.82,4.5
2007,2,2,2007,5,125,CNRM-CM5,137106.65,4.5
2007,2,3,2007,5,126,CCSM4,1286932.89,4.5
2007,3,3,2007,6,154,GFDL-CM3,579446.98,4.5
2007,3,6,2007,6,157,HadGEM2-ES,184058.56,4.5
2007,3,8,2007,6,159,MIROC5,95834.12,4.5
2007,3,10,2007,6,161,CanESM2,177717.54,4.5
2007,4,7,2007,7,189,CESM1-BGC,111960.4,4.5
2007,5,3,2007,8,215,ACCESS1-0,114180.88,4.5
2008,12,15,2009,3,76,CCSM4,450584.45,4.5
2009,1,19,2009,4,111,GFDL-CM3,648088,4.5
2009,2,3,2009,5,126,CESM1-BGC,586674.65,4.5
2009,2,11,2009,5,134,ACCESS1-0,94260.3,4.5
2009,2,11,2009,5,134,CanESM2,994516.01,4.5
2009,2,26,2009,5,149,HadGEM2-ES,189808.55,4.5
2009,3,3,2009,6,154,CMCC-CMS,96904.18,4.5
2009,3,9,2009,6,160,MIROC5,577887.69,4.5
2009,3,18,2009,6,169,HadGEM2-CC,106027.9,4.5
2009,4,2,2009,7,184,CNRM-CM5,505446.94,4.5
2009,11,27,2010,2,58,MIROC5,718890.13,4.5
2010,1,8,2010,4,100,GFDL-CM3,578955.82,4.5
2010,1,16,2010,4,108,ACCESS1-0,87605.15,4.5
2010,1,20,2010,4,112,CNRM-CM5,1066677.28,4.5
2010,1,29,2010,4,121,CCSM4,383505.57,4.5
2010,2,3,2010,5,126,CMCC-CMS,317028.37,4.5
2010,2,25,2010,5,148,HadGEM2-ES,73763.65,4.5
2010,3,27,2010,6,178,CESM1-BGC,667632.72,4.5
2010,3,27,2010,6,178,HadGEM2-CC,274099.95,4.5
2010,5,4,2010,8,216,CanESM2,294378.18,4.5
2011,1,12,2011,4,104,CanESM2,527611.48,4.5
2011,1,13,2011,4,105,CNRM-CM5,1038054.54,4.5
2011,1,24,2011,4,116,CMCC-CMS,191306.96,4.5
2011,2,27,2011,5,150,CESM1-BGC,209870.3,4.5
2011,3,4,2011,6,155,MIROC5,664097.85,4.5
2011,3,13,2011,6,164,HadGEM2-ES,122449.36,4.5
2011,3,29,2011,6,180,GFDL-CM3,524253.56,4.5
2011,4,3,2011,7,185,ACCESS1-0,68697.85,4.5
2011,4,10,2011,7,192,CCSM4,71320.33,4.5
2011,5,13,2011,8,225,HadGEM2-CC,154260.28,4.5
2012,12,24,2013,3,85,HadGEM2-CC,58288.71,4.5
2013,1,18,2013,4,110,CCSM4,584544.63,4.5
2013,2,2,2013,5,125,CanESM2,460851.59,4.5
2013,2,22,2013,5,145,CNRM-CM5,465907.49,4.5
2013,2,25,2013,5,148,CESM1-BGC,203226.71,4.5
2013,2,28,2013,5,151,CMCC-CMS,849843.43,4.5
2013,3,12,2013,6,163,HadGEM2-ES,718470.44,4.5
2013,4,3,2013,7,185,GFDL-CM3,270652.18,4.5
2013,4,4,2013,7,186,ACCESS1-0,273976.9,4.5
2013,4,5,2013,7,187,MIROC5,128594.7,4.5
2014,1,4,2014,4,96,CCSM4,1264909.76,4.5
2014,2,9,2014,5,132,HadGEM2-ES,291956.52,4.5
2014,2,22,2014,5,145,HadGEM2-CC,114374.35,4.5
2014,3,2,2014,6,153,CMCC-CMS,246841.7,4.5
2014,3,9,2014,6,160,CESM1-BGC,139441.5,4.5
2014,3,17,2014,6,168,CNRM-CM5,264503.72,4.5
2014,3,26,2014,6,177,CanESM2,310644.26,4.5
2014,4,10,2014,7,192,GFDL-CM3,446348.74,4.5
2014,4,11,2014,7,193,ACCESS1-0,154891.48,4.5
2014,5,3,2014,8,215,MIROC5,174766.17,4.5
2014,12,25,2015,3,86,GFDL-CM3,345567.28,4.5
2015,1,20,2015,4,112,CanESM2,767276.5,4.5
2015,1,23,2015,4,115,ACCESS1-0,823878.83,4.5
2015,1,28,2015,4,120,HadGEM2-CC,131850.22,4.5
2015,1,30,2015,4,122,MIROC5,453445.02,4.5
2015,2,15,2015,5,138,CCSM4,1152185.48,4.5
2015,2,23,2015,5,146,CESM1-BGC,576406.79,4.5
2015,3,1,2015,6,152,HadGEM2-ES,320123.6,4.5
2015,3,26,2015,6,177,CMCC-CMS,153110.6,4.5
2015,3,28,2015,6,179,CNRM-CM5,112080.35,4.5
2017,1,21,2017,4,113,GFDL-CM3,105861.68,4.5
2017,2,3,2017,5,126,HadGEM2-CC,79949.13,4.5
2017,2,6,2017,5,129,CanESM2,481050.31,4.5
2017,2,11,2017,5,134,HadGEM2-ES,877168.26,4.5
2017,2,14,2017,5,137,CMCC-CMS,255882.22,4.5
2017,2,15,2017,5,138,ACCESS1-0,470430.76,4.5
2017,3,6,2017,6,157,CNRM-CM5,186473.68,4.5
2017,3,23,2017,6,174,CCSM4,422606.42,4.5
2017,4,9,2017,7,191,MIROC5,101356.61,4.5
2017,5,18,2017,8,230,CESM1-BGC,66744.93,4.5
2017,12,28,2018,3,89,MIROC5,419265.45,4.5
2018,1,14,2018,4,106,GFDL-CM3,422132.12,4.5
2018,2,10,2018,5,133,CNRM-CM5,627835.54,4.5
2018,2,17,2018,5,140,HadGEM2-ES,725412.1,4.5
2018,2,23,2018,5,146,ACCESS1-0,534234.7,4.5
2018,2,28,2018,5,151,CCSM4,600626.04,4.5
2018,3,4,2018,6,155,CESM1-BGC,692974.85,4.5
2018,3,14,2018,6,165,CanESM2,216362.1,4.5
2018,3,28,2018,6,179,CMCC-CMS,192550.51,4.5
2018,4,13,2018,7,195,HadGEM2-CC,62119.56,4.5
2018,11,17,2019,2,48,CNRM-CM5,186022.6,4.5
2018,12,25,2019,3,86,CMCC-CMS,116481.01,4.5
2019,1,2,2019,4,94,HadGEM2-CC,498204.46,4.5
2019,1,12,2019,4,104,GFDL-CM3,521689.5,4.5
2019,1,19,2019,4,111,MIROC5,413446.63,4.5
2019,2,26,2019,5,149,CESM1-BGC,304435.78,4.5
2019,3,7,2019,6,158,HadGEM2-ES,488182.96,4.5
2019,3,25,2019,6,176,CCSM4,796397.62,4.5
2019,4,5,2019,7,187,ACCESS1-0,97343.91,4.5
2019,5,2,2019,8,214,CanESM2,77742.32,4.5
2020,11,23,2021,2,54,CESM1-BGC,225084.15,4.5
2020,11,27,2021,2,58,HadGEM2-ES,95959.8,4.5
2021,1,10,2021,4,102,CMCC-CMS,527613.65,4.5
2021,1,13,2021,4,105,CCSM4,144091.59,4.5
2021,1,21,2021,4,113,GFDL-CM3,1131461.87,4.5
2021,2,9,2021,5,132,HadGEM2-CC,1328640.66,4.5
2021,2,27,2021,5,150,CanESM2,170252.05,4.5
2021,3,8,2021,6,159,MIROC5,162556.81,4.5
2021,3,17,2021,6,168,CNRM-CM5,493853.12,4.5
2021,3,22,2021,6,173,ACCESS1-0,109185.78,4.5
2022,1,20,2022,4,112,HadGEM2-CC,489118.12,4.5
2022,1,24,2022,4,116,GFDL-CM3,250443.64,4.5
2022,2,18,2022,5,141,ACCESS1-0,539947.17,4.5
2022,2,26,2022,5,149,MIROC5,224001.15,4.5
2022,3,1,2022,6,152,CESM1-BGC,657358.03,4.5
2022,3,9,2022,6,160,CMCC-CMS,298967.98,4.5
2022,3,25,2022,6,176,CanESM2,883208.02,4.5
2022,4,8,2022,7,190,HadGEM2-ES,659096.46,4.5
2022,4,14,2022,7,196,CCSM4,83530.7,4.5
2022,5,25,2022,8,237,CNRM-CM5,60765.87,4.5
2023,1,9,2023,4,101,CMCC-CMS,642361.42,4.5
2023,1,11,2023,4,103,GFDL-CM3,205637.2,4.5
2023,1,13,2023,4,105,CNRM-CM5,259876.98,4.5
2023,2,19,2023,5,142,ACCESS1-0,235146.11,4.5
2023,2,23,2023,5,146,CCSM4,99792.82,4.5
2023,2,24,2023,5,147,MIROC5,104939.9,4.5
2023,3,14,2023,6,165,CESM1-BGC,595882.21,4.5
2023,3,24,2023,6,175,CanESM2,127463.24,4.5
2023,4,4,2023,7,186,HadGEM2-ES,191594.61,4.5
2023,4,8,2023,7,190,HadGEM2-CC,67262.67,4.5
2024,11,21,2025,2,52,CMCC-CMS,765257.53,4.5
2024,12,27,2025,3,88,HadGEM2-ES,100485.56,4.5
2025,1,2,2025,4,94,CanESM2,607822.37,4.5
2025,2,17,2025,5,140,CCSM4,135912.26,4.5
2025,2,23,2025,5,146,CNRM-CM5,665952.68,4.5
2025,3,24,2025,6,175,ACCESS1-0,317041.19,4.5
2025,4,2,2025,7,184,HadGEM2-CC,452555.99,4.5
2025,4,2,2025,7,184,MIROC5,522573.94,4.5
2025,4,8,2025,7,190,CESM1-BGC,146887.28,4.5
2025,4,22,2025,7,204,GFDL-CM3,316796.86,4.5
2025,12,14,2026,3,75,HadGEM2-CC,196523.38,4.5
2026,1,11,2026,4,103,CNRM-CM5,804020.22,4.5
2026,1,15,2026,4,107,CanESM2,1657513.82,4.5
2026,1,28,2026,4,120,CCSM4,152984.55,4.5
2026,2,27,2026,5,150,MIROC5,669733.43,4.5
2026,3,17,2026,6,168,CMCC-CMS,410842.04,4.5
2026,3,19,2026,6,170,CESM1-BGC,316789.58,4.5
2026,4,3,2026,7,185,HadGEM2-ES,105701.45,4.5
2026,4,5,2026,7,187,GFDL-CM3,157338.86,4.5
2026,8,11,2026,11,315,ACCESS1-0,66142.87,4.5
2027,1,11,2027,4,103,CESM1-BGC,971165.47,4.5
2027,2,2,2027,5,125,CNRM-CM5,671168.24,4.5
2027,2,3,2027,5,126,ACCESS1-0,266316.05,4.5
2027,2,24,2027,5,147,HadGEM2-CC,133798.31,4.5
2027,3,1,2027,6,152,CCSM4,590763.85,4.5
2027,3,4,2027,6,155,GFDL-CM3,216136.01,4.5
2027,3,8,2027,6,159,CanESM2,445084.52,4.5
2027,4,3,2027,7,185,MIROC5,534777.36,4.5
2027,4,26,2027,7,208,CMCC-CMS,222323.1,4.5
2027,6,19,2027,9,262,HadGEM2-ES,72608.04,4.5
2029,1,21,2029,4,113,CMCC-CMS,217978.47,4.5
2029,1,25,2029,4,117,CanESM2,921221.28,4.5
2029,2,2,2029,5,125,MIROC5,105945.61,4.5
2029,2,6,2029,5,129,ACCESS1-0,335189.5,4.5
2029,2,10,2029,5,133,HadGEM2-ES,591249.37,4.5
2029,2,17,2029,5,140,GFDL-CM3,313378.41,4.5
2029,3,3,2029,6,154,CCSM4,437788.15,4.5
2029,3,17,2029,6,168,HadGEM2-CC,721522.96,4.5
2029,4,2,2029,7,184,CESM1-BGC,316357.42,4.5
2029,7,13,2029,10,286,CNRM-CM5,62591.76,4.5
2029,12,29,2030,3,90,ACCESS1-0,231487.85,4.5
2030,1,13,2030,4,105,MIROC5,601955.11,4.5
2030,1,15,2030,4,107,CNRM-CM5,1338012.69,4.5
2030,1,30,2030,4,122,CanESM2,100641.56,4.5
2030,2,16,2030,5,139,GFDL-CM3,163971.25,4.5
2030,3,1,2030,6,152,CCSM4,211575.31,4.5
2030,3,3,2030,6,154,CMCC-CMS,825853.49,4.5
2030,3,7,2030,6,158,HadGEM2-CC,530700.61,4.5
2030,3,8,2030,6,159,CESM1-BGC,389909.16,4.5
2030,3,8,2030,6,159,HadGEM2-ES,209528.89,4.5
2031,1,6,2031,4,98,ACCESS1-0,228589.46,4.5
2031,1,9,2031,4,101,CNRM-CM5,155786.87,4.5
2031,1,24,2031,4,116,GFDL-CM3,638053.37,4.5
2031,1,28,2031,4,120,CCSM4,643507.04,4.5
2031,2,14,2031,5,137,CESM1-BGC,823960.44,4.5
2031,2,19,2031,5,142,HadGEM2-CC,289719.9,4.5
2031,3,4,2031,6,155,CMCC-CMS,145233.12,4.5
2031,3,4,2031,6,155,MIROC5,496582.13,4.5
2031,3,23,2031,6,174,HadGEM2-ES,178322.52,4.5
2031,4,21,2031,7,203,CanESM2,249613.33,4.5
2032,11,25,2033,2,56,CCSM4,732735.32,4.5
2032,12,10,2033,3,71,CMCC-CMS,61963.56,4.5
2032,12,26,2033,3,87,MIROC5,779181.57,4.5
2033,1,15,2033,4,107,GFDL-CM3,507781.75,4.5
2033,2,7,2033,5,130,CanESM2,588547.43,4.5
2033,2,11,2033,5,134,CNRM-CM5,834036.26,4.5
2033,2,22,2033,5,145,CESM1-BGC,543738.13,4.5
2033,2,22,2033,5,145,HadGEM2-ES,390487.26,4.5
2033,4,4,2033,7,186,ACCESS1-0,204797.75,4.5
2033,4,14,2033,7,196,HadGEM2-CC,141680.25,4.5
2033,12,3,2034,3,64,CNRM-CM5,393672.07,4.5
2033,12,8,2034,3,69,CCSM4,205130.55,4.5
2033,12,29,2034,3,90,CMCC-CMS,106832.91,4.5
2034,2,24,2034,5,147,CanESM2,606232.74,4.5
2034,2,24,2034,5,147,HadGEM2-ES,60143.12,4.5
2034,2,26,2034,5,149,CESM1-BGC,150473.53,4.5
2034,3,7,2034,6,158,ACCESS1-0,463940.15,4.5
2034,3,20,2034,6,171,GFDL-CM3,551740.37,4.5
2034,3,20,2034,6,171,MIROC5,442213.13,4.5
2034,4,3,2034,7,185,HadGEM2-CC,268713.4,4.5
2034,12,30,2035,3,91,MIROC5,99831.42,4.5
2035,1,26,2035,4,118,CNRM-CM5,910059.52,4.5
2035,2,9,2035,5,132,CMCC-CMS,280000.17,4.5
2035,2,25,2035,5,148,CCSM4,438976.31,4.5
2035,2,27,2035,5,150,ACCESS1-0,559261.83,4.5
2035,3,4,2035,6,155,CanESM2,144304.82,4.5
2035,3,4,2035,6,155,GFDL-CM3,210276.38,4.5
2035,3,7,2035,6,158,CESM1-BGC,749798.31,4.5
2035,3,17,2035,6,168,HadGEM2-CC,295062.65,4.5
2035,4,2,2035,7,184,HadGEM2-ES,73512.55,4.5
2037,1,15,2037,4,107,HadGEM2-CC,551396.12,4.5
2037,1,20,2037,4,112,CanESM2,1499024.56,4.5
2037,2,6,2037,5,129,CCSM4,547030.01,4.5
2037,2,12,2037,5,135,CNRM-CM5,963065.34,4.5
2037,2,12,2037,5,135,GFDL-CM3,270149.45,4.5
2037,2,16,2037,5,139,HadGEM2-ES,242289.65,4.5
2037,3,9,2037,6,160,CESM1-BGC,764625.74,4.5
2037,3,10,2037,6,161,MIROC5,573820.79,4.5
2037,3,15,2037,6,166,CMCC-CMS,112046.21,4.5
2037,8,15,2037,11,319,ACCESS1-0,70410.24,4.5
2037,11,21,2038,2,52,HadGEM2-ES,363816.53,4.5
2037,12,4,2038,3,65,ACCESS1-0,1085693.96,4.5
2038,1,9,2038,4,101,GFDL-CM3,237821.2,4.5
2038,1,11,2038,4,103,MIROC5,758710.57,4.5
2038,1,16,2038,4,108,CESM1-BGC,189505.36,4.5
2038,2,1,2038,5,124,CNRM-CM5,795500.92,4.5
2038,2,20,2038,5,143,CanESM2,455023.92,4.5
2038,2,23,2038,5,146,CCSM4,173706.9,4.5
2038,3,11,2038,6,162,CMCC-CMS,440462.39,4.5
2038,3,13,2038,6,164,HadGEM2-CC,654167.51,4.5
2039,1,7,2039,4,99,CCSM4,691380.68,4.5
2039,1,9,2039,4,101,CNRM-CM5,681683.52,4.5
2039,2,17,2039,5,140,HadGEM2-ES,641136.32,4.5
2039,2,18,2039,5,141,HadGEM2-CC,525932.81,4.5
2039,3,3,2039,6,154,CanESM2,95055.86,4.5
2039,3,16,2039,6,167,CMCC-CMS,687972.45,4.5
2039,3,18,2039,6,169,MIROC5,148781.84,4.5
2039,3,25,2039,6,176,GFDL-CM3,371236.85,4.5
2039,4,2,2039,7,184,CESM1-BGC,177944.84,4.5
2039,4,4,2039,7,186,ACCESS1-0,841901.19,4.5
2041,1,9,2041,4,101,GFDL-CM3,408121.56,4.5
2041,1,13,2041,4,105,CMCC-CMS,637690.01,4.5
2041,1,18,2041,4,110,CESM1-BGC,661903.89,4.5
2041,2,3,2041,5,126,HadGEM2-CC,275736.61,4.5
2041,2,13,2041,5,136,CCSM4,755159.51,4.5
2041,2,21,2041,5,144,CanESM2,95463.28,4.5
2041,3,7,2041,6,158,CNRM-CM5,125483.71,4.5
2041,3,16,2041,6,167,MIROC5,137148.09,4.5
2041,3,25,2041,6,176,ACCESS1-0,233804.93,4.5
2041,4,27,2041,7,209,HadGEM2-ES,276083,4.5
2041,12,3,2042,3,64,ACCESS1-0,500139.35,4.5
2042,1,8,2042,4,100,HadGEM2-CC,275444.95,4.5
2042,2,5,2042,5,128,HadGEM2-ES,199909.2,4.5
2042,2,15,2042,5,138,CCSM4,683204.8,4.5
2042,3,15,2042,6,166,CNRM-CM5,236269.55,4.5
2042,3,25,2042,6,176,CanESM2,698379.07,4.5
2042,3,27,2042,6,178,MIROC5,162481.46,4.5
2042,4,2,2042,7,184,CESM1-BGC,220199.55,4.5
2042,4,4,2042,7,186,CMCC-CMS,139770.64,4.5
2042,5,2,2042,8,214,GFDL-CM3,197417.77,4.5
2042,11,27,2043,2,58,CESM1-BGC,137858.01,4.5
2043,1,1,2043,4,93,CMCC-CMS,760133.18,4.5
2043,1,3,2043,4,95,CNRM-CM5,550246.3,4.5
2043,1,8,2043,4,100,MIROC5,759464.81,4.5
2043,2,25,2043,5,148,CCSM4,621728.69,4.5
2043,2,26,2043,5,149,CanESM2,93670.76,4.5
2043,3,3,2043,6,154,HadGEM2-ES,586183.51,4.5
2043,3,11,2043,6,162,GFDL-CM3,577092.83,4.5
2043,4,26,2043,7,208,ACCESS1-0,579410.25,4.5
2043,5,6,2043,8,218,HadGEM2-CC,509959.87,4.5
2044,12,19,2045,3,80,CMCC-CMS,562853.4,4.5
2044,12,21,2045,3,82,CNRM-CM5,751894.08,4.5
2045,1,5,2045,4,97,GFDL-CM3,680933.8,4.5
2045,2,1,2045,5,124,ACCESS1-0,669803.53,4.5
2045,2,2,2045,5,125,HadGEM2-CC,80154.46,4.5
2045,2,19,2045,5,142,CESM1-BGC,376650.87,4.5
2045,2,23,2045,5,146,HadGEM2-ES,300589.29,4.5
2045,2,26,2045,5,149,CCSM4,748333.18,4.5
2045,2,26,2045,5,149,MIROC5,87848.86,4.5
2045,3,7,2045,6,158,CanESM2,552009.22,4.5
2046,1,18,2046,4,110,CanESM2,910066.42,4.5
2046,1,20,2046,4,112,GFDL-CM3,81480.89,4.5
2046,1,31,2046,4,123,HadGEM2-CC,57391.73,4.5
2046,2,5,2046,5,128,HadGEM2-ES,1141342.32,4.5
2046,2,21,2046,5,144,ACCESS1-0,86395.79,4.5
2046,3,2,2046,6,153,CCSM4,405620.94,4.5
2046,3,3,2046,6,154,CMCC-CMS,475793.91,4.5
2046,3,6,2046,6,157,CNRM-CM5,914288.29,4.5
2046,3,9,2046,6,160,MIROC5,690161.75,4.5
2046,3,12,2046,6,163,CESM1-BGC,258632.98,4.5
2047,1,11,2047,4,103,CCSM4,80933.99,4.5
2047,1,22,2047,4,114,CanESM2,727037.73,4.5
2047,1,22,2047,4,114,MIROC5,579681.6,4.5
2047,2,4,2047,5,127,ACCESS1-0,76981.13,4.5
2047,2,12,2047,5,135,CNRM-CM5,1205446.9,4.5
2047,3,2,2047,6,153,CESM1-BGC,74197.34,4.5
2047,3,3,2047,6,154,HadGEM2-ES,227426.61,4.5
2047,3,12,2047,6,163,CMCC-CMS,667136.9,4.5
2047,3,12,2047,6,163,GFDL-CM3,274042.82,4.5
2047,3,18,2047,6,169,HadGEM2-CC,685423.99,4.5
2048,12,6,2049,3,67,MIROC5,210901.56,4.5
2049,1,11,2049,4,103,CESM1-BGC,74701.16,4.5
2049,2,5,2049,5,128,CNRM-CM5,915093.15,4.5
2049,2,18,2049,5,141,CCSM4,894785.58,4.5
2049,2,28,2049,5,151,HadGEM2-ES,69491.04,4.5
2049,3,2,2049,6,153,ACCESS1-0,425280.55,4.5
2049,3,16,2049,6,167,CanESM2,779984.46,4.5
2049,3,19,2049,6,170,GFDL-CM3,122309.64,4.5
2049,4,3,2049,7,185,CMCC-CMS,205776.45,4.5
2049,4,8,2049,7,190,HadGEM2-CC,187915.98,4.5
2049,12,29,2050,3,90,CMCC-CMS,519947.26,4.5
2050,1,5,2050,4,97,ACCESS1-0,723715.62,4.5
2050,1,11,2050,4,103,CESM1-BGC,568335.34,4.5
2050,1,18,2050,4,110,CNRM-CM5,917599.3,4.5
2050,1,18,2050,4,110,HadGEM2-ES,1150466.03,4.5
2050,1,24,2050,4,116,CanESM2,129618.14,4.5
2050,2,16,2050,5,139,GFDL-CM3,605570.18,4.5
2050,2,16,2050,5,139,HadGEM2-CC,543264.43,4.5
2050,3,1,2050,6,152,CCSM4,500861.16,4.5
2050,3,23,2050,6,174,MIROC5,205779.72,4.5
2050,12,19,2051,3,80,ACCESS1-0,398399.45,4.5
2051,1,9,2051,4,101,HadGEM2-ES,614653.23,4.5
2051,1,19,2051,4,111,CNRM-CM5,281691.89,4.5
2051,1,25,2051,4,117,HadGEM2-CC,284747.12,4.5
2051,1,31,2051,4,123,CCSM4,247386.69,4.5
2051,2,22,2051,5,145,CESM1-BGC,862246.41,4.5
2051,3,6,2051,6,157,CanESM2,620489.14,4.5
2051,3,7,2051,6,158,MIROC5,489320.24,4.5
2051,3,15,2051,6,166,CMCC-CMS,99036.39,4.5
2051,3,20,2051,6,171,GFDL-CM3,314441.33,4.5
2052,12,11,2053,3,72,HadGEM2-CC,944053.74,4.5
2052,12,30,2053,3,91,CNRM-CM5,108037.93,4.5
2053,1,20,2053,4,112,CanESM2,436204.37,4.5
2053,1,24,2053,4,116,ACCESS1-0,836941.75,4.5
2053,2,1,2053,5,124,CCSM4,299425.37,4.5
2053,2,9,2053,5,132,MIROC5,115197.9,4.5
2053,3,1,2053,6,152,CESM1-BGC,233662.63,4.5
2053,3,5,2053,6,156,GFDL-CM3,153760.88,4.5
2053,3,5,2053,6,156,HadGEM2-ES,302069.07,4.5
2053,3,16,2053,6,167,CMCC-CMS,187919.54,4.5
2054,1,10,2054,4,102,MIROC5,781418.06,4.5
2054,2,11,2054,5,134,CNRM-CM5,709395.62,4.5
2054,2,18,2054,5,141,CESM1-BGC,126016.63,4.5
2054,2,19,2054,5,142,CMCC-CMS,95287.52,4.5
2054,2,25,2054,5,148,ACCESS1-0,103187.73,4.5
2054,3,6,2054,6,157,CCSM4,938842.93,4.5
2054,3,8,2054,6,159,HadGEM2-CC,192882,4.5
2054,3,15,2054,6,166,GFDL-CM3,384505.39,4.5
2054,3,23,2054,6,174,CanESM2,378944.1,4.5
2054,7,29,2054,10,302,HadGEM2-ES,52029.38,4.5
2054,12,26,2055,3,87,MIROC5,470214.99,4.5
2055,1,14,2055,4,106,CMCC-CMS,210958.41,4.5
2055,2,2,2055,5,125,CCSM4,222595.02,4.5
2055,2,3,2055,5,126,CanESM2,795408.71,4.5
2055,2,14,2055,5,137,HadGEM2-ES,192646.98,4.5
2055,2,25,2055,5,148,HadGEM2-CC,192987.74,4.5
2055,3,2,2055,6,153,CNRM-CM5,393034.41,4.5
2055,3,9,2055,6,160,ACCESS1-0,222484.45,4.5
2055,3,12,2055,6,163,GFDL-CM3,729630,4.5
2055,3,20,2055,6,171,CESM1-BGC,624951.47,4.5
2056,11,18,2057,2,49,MIROC5,109620.32,4.5
2056,12,18,2057,3,79,ACCESS1-0,481056.82,4.5
2057,1,3,2057,4,95,HadGEM2-CC,828639.24,4.5
2057,1,18,2057,4,110,CNRM-CM5,237714.29,4.5
2057,1,19,2057,4,111,CMCC-CMS,66181.43,4.5
2057,2,4,2057,5,127,CESM1-BGC,647980.41,4.5
2057,3,3,2057,6,154,CCSM4,368358.22,4.5
2057,3,9,2057,6,160,HadGEM2-ES,498846.82,4.5
2057,3,19,2057,6,170,CanESM2,250709.8,4.5
2057,3,25,2057,6,176,GFDL-CM3,408056.16,4.5
2057,12,5,2058,3,66,MIROC5,62902.83,4.5
2057,12,18,2058,3,79,CMCC-CMS,130696.86,4.5
2058,1,13,2058,4,105,CESM1-BGC,255291.14,4.5
2058,1,17,2058,4,109,GFDL-CM3,78984.49,4.5
2058,1,22,2058,4,114,HadGEM2-CC,598853.28,4.5
2058,2,15,2058,5,138,CCSM4,376429.86,4.5
2058,3,6,2058,6,157,CNRM-CM5,509601.99,4.5
2058,3,22,2058,6,173,CanESM2,433719.17,4.5
2058,4,3,2058,7,185,HadGEM2-ES,100638.48,4.5
2058,4,24,2058,7,206,ACCESS1-0,214948.07,4.5
2059,1,3,2059,4,95,MIROC5,812019.23,4.5
2059,1,8,2059,4,100,ACCESS1-0,318143.33,4.5
2059,1,8,2059,4,100,CNRM-CM5,1432979.57,4.5
2059,1,26,2059,4,118,CanESM2,1369386.14,4.5
2059,2,2,2059,5,125,CESM1-BGC,508709.79,4.5
2059,2,7,2059,5,130,CCSM4,541767.29,4.5
2059,3,3,2059,6,154,HadGEM2-CC,438042.93,4.5
2059,3,13,2059,6,164,HadGEM2-ES,105851.24,4.5
2059,4,3,2059,7,185,GFDL-CM3,675998.44,4.5
2059,4,26,2059,7,208,CMCC-CMS,65865.73,4.5
2060,11,30,2061,2,61,GFDL-CM3,156702.03,4.5
