water_year,water_month,rep,flow,model,rcp,water_day,scenario
2079,4,5,441409.22,HadGEM2-CC,4.5,121,RCP 4.5 2085
2079,5,5,341068.45,HadGEM2-CC,4.5,124,RCP 4.5 2085
2080,5,10,118266.77,HadGEM2-CC,4.5,152,RCP 4.5 2085
2080,6,10,179446.37,HadGEM2-CC,4.5,154,RCP 4.5 2085
2081,5,10,60297.45,HadGEM2-CC,4.5,133,RCP 4.5 2085
2082,3,1,86617.89,HadGEM2-CC,4.5,92,RCP 4.5 2085
2082,4,1,76766.46,HadGEM2-CC,4.5,103,RCP 4.5 2085
2082,4,4,110451.58,HadGEM2-CC,4.5,96,RCP 4.5 2085
2082,6,4,87032.96,HadGEM2-CC,4.5,155,RCP 4.5 2085
2083,6,10,285307.28,HadGEM2-CC,4.5,168,RCP 4.5 2085
2084,4,10,146179.47,HadGEM2-CC,4.5,114,RCP 4.5 2085
2085,4,10,260913.62,HadGEM2-CC,4.5,114,RCP 4.5 2085
2086,5,10,361118.49,HadGEM2-CC,4.5,143,RCP 4.5 2085
2087,3,8,72296.78,HadGEM2-CC,4.5,92,RCP 4.5 2085
2087,4,8,82869.18,HadGEM2-CC,4.5,95,RCP 4.5 2085
2087,8,2,74354.58,HadGEM2-CC,4.5,221,RCP 4.5 2085
2088,5,10,319905.17,HadGEM2-CC,4.5,136,RCP 4.5 2085
2089,6,2,48680.27,HadGEM2-CC,4.5,175,RCP 4.5 2085
2089,7,1,44748.18,HadGEM2-CC,4.5,194,RCP 4.5 2085
2089,7,7,45233.35,HadGEM2-CC,4.5,187,RCP 4.5 2085
2090,5,10,241670.03,HadGEM2-CC,4.5,136,RCP 4.5 2085
2091,6,4,51847.48,HadGEM2-CC,4.5,176,RCP 4.5 2085
2091,6,6,55303.47,HadGEM2-CC,4.5,170,RCP 4.5 2085
2092,5,1,157844.96,HadGEM2-CC,4.5,151,RCP 4.5 2085
2092,5,9,284603.05,HadGEM2-CC,4.5,126,RCP 4.5 2085
2093,3,3,179143.92,HadGEM2-CC,4.5,65,RCP 4.5 2085
2093,3,7,215888,HadGEM2-CC,4.5,72,RCP 4.5 2085
2094,4,4,68842.95,HadGEM2-CC,4.5,120,RCP 4.5 2085
2094,6,6,51971.98,HadGEM2-CC,4.5,182,RCP 4.5 2085
2094,7,6,54015.21,HadGEM2-CC,4.5,183,RCP 4.5 2085
2095,4,2,47383.74,HadGEM2-CC,4.5,122,RCP 4.5 2085
2095,5,6,65133.96,HadGEM2-CC,4.5,124,RCP 4.5 2085
2096,3,3,41750.66,HadGEM2-CC,4.5,89,RCP 4.5 2085
2096,6,7,52755.78,HadGEM2-CC,4.5,159,RCP 4.5 2085
2097,2,2,32757.46,HadGEM2-CC,4.5,59,RCP 4.5 2085
2097,5,8,44205.76,HadGEM2-CC,4.5,125,RCP 4.5 2085
2098,7,1,94601.43,HadGEM2-CC,4.5,201,RCP 4.5 2085
2098,7,9,119540.78,HadGEM2-CC,4.5,191,RCP 4.5 2085
2099,5,3,75017.07,HadGEM2-CC,4.5,147,RCP 4.5 2085
2099,6,7,103033.51,HadGEM2-CC,4.5,163,RCP 4.5 2085
2070,3,3,155838.06,HadGEM2-ES,4.5,63,RCP 4.5 2085
2070,4,7,183229.57,HadGEM2-ES,4.5,122,RCP 4.5 2085
2070,5,7,167223.58,HadGEM2-ES,4.5,127,RCP 4.5 2085
2071,3,3,32629.23,HadGEM2-ES,4.5,72,RCP 4.5 2085
2071,4,5,34307.07,HadGEM2-ES,4.5,118,RCP 4.5 2085
2071,8,1,24354.84,HadGEM2-ES,4.5,243,RCP 4.5 2085
2071,10,1,23812.89,HadGEM2-ES,4.5,299,RCP 4.5 2085
2072,6,1,43189.47,HadGEM2-ES,4.5,176,RCP 4.5 2085
2072,8,9,46322.84,HadGEM2-ES,4.5,228,RCP 4.5 2085
2073,5,1,49604.58,HadGEM2-ES,4.5,151,RCP 4.5 2085
2073,6,2,51078.16,HadGEM2-ES,4.5,154,RCP 4.5 2085
2073,7,1,49293.68,HadGEM2-ES,4.5,188,RCP 4.5 2085
2073,7,5,59673.19,HadGEM2-ES,4.5,197,RCP 4.5 2085
2074,6,3,221653.69,HadGEM2-ES,4.5,171,RCP 4.5 2085
2074,6,7,288162.99,HadGEM2-ES,4.5,160,RCP 4.5 2085
2075,5,1,42128.47,HadGEM2-ES,4.5,141,RCP 4.5 2085
2075,5,5,49416.71,HadGEM2-ES,4.5,146,RCP 4.5 2085
2075,6,4,58168.15,HadGEM2-ES,4.5,153,RCP 4.5 2085
2076,4,10,365203.77,HadGEM2-ES,4.5,103,RCP 4.5 2085
2077,5,1,213552.64,HadGEM2-ES,4.5,136,RCP 4.5 2085
2077,5,9,275102.8,HadGEM2-ES,4.5,130,RCP 4.5 2085
2078,6,3,41896.54,HadGEM2-ES,4.5,178,RCP 4.5 2085
2078,7,7,63839.7,HadGEM2-ES,4.5,203,RCP 4.5 2085
2079,4,1,214197.56,HadGEM2-ES,4.5,107,RCP 4.5 2085
2079,4,3,233676.46,HadGEM2-ES,4.5,110,RCP 4.5 2085
2079,5,6,289395.8,HadGEM2-ES,4.5,127,RCP 4.5 2085
2080,6,6,248702.6,HadGEM2-ES,4.5,160,RCP 4.5 2085
2080,7,4,184425.41,HadGEM2-ES,4.5,203,RCP 4.5 2085
2081,5,10,75613.81,HadGEM2-ES,4.5,126,RCP 4.5 2085
2082,5,3,123261.95,HadGEM2-ES,4.5,138,RCP 4.5 2085
2082,6,7,183219.32,HadGEM2-ES,4.5,159,RCP 4.5 2085
2083,5,10,68889.35,HadGEM2-ES,4.5,146,RCP 4.5 2085
2084,5,2,46008.38,HadGEM2-ES,4.5,134,RCP 4.5 2085
2084,6,2,43533.52,HadGEM2-ES,4.5,177,RCP 4.5 2085
2084,6,6,48450.16,HadGEM2-ES,4.5,155,RCP 4.5 2085
2085,6,9,82306.88,HadGEM2-ES,4.5,173,RCP 4.5 2085
2085,7,1,54313.71,HadGEM2-ES,4.5,183,RCP 4.5 2085
2086,3,1,22790.74,HadGEM2-ES,4.5,85,RCP 4.5 2085
2086,3,6,23303.66,HadGEM2-ES,4.5,80,RCP 4.5 2085
2086,10,1,22637.23,HadGEM2-ES,4.5,295,RCP 4.5 2085
2086,11,1,22551.3,HadGEM2-ES,4.5,308,RCP 4.5 2085
2087,6,10,75998.38,HadGEM2-ES,4.5,171,RCP 4.5 2085
2088,5,5,251145.43,HadGEM2-ES,4.5,132,RCP 4.5 2085
2088,7,5,266165.84,HadGEM2-ES,4.5,195,RCP 4.5 2085
2089,5,10,330208.99,HadGEM2-ES,4.5,138,RCP 4.5 2085
2090,4,10,139749.46,HadGEM2-ES,4.5,110,RCP 4.5 2085
2091,4,3,284716.39,HadGEM2-ES,4.5,99,RCP 4.5 2085
2091,5,7,270277.67,HadGEM2-ES,4.5,126,RCP 4.5 2085
2092,11,10,24223.66,HadGEM2-ES,4.5,310,RCP 4.5 2085
2093,5,3,68028.8,HadGEM2-ES,4.5,151,RCP 4.5 2085
2093,6,3,59982.02,HadGEM2-ES,4.5,152,RCP 4.5 2085
2093,8,7,67205.16,HadGEM2-ES,4.5,218,RCP 4.5 2085
2094,5,3,33302.64,HadGEM2-ES,4.5,136,RCP 4.5 2085
2094,9,4,24287.9,HadGEM2-ES,4.5,259,RCP 4.5 2085
2094,11,3,24874.95,HadGEM2-ES,4.5,314,RCP 4.5 2085
2095,5,7,78427.24,HadGEM2-ES,4.5,124,RCP 4.5 2085
2095,7,3,77472.22,HadGEM2-ES,4.5,193,RCP 4.5 2085
2096,4,20,54197.67,HadGEM2-ES,4.5,112,RCP 4.5 2085
2097,4,20,56264.5,HadGEM2-ES,4.5,123,RCP 4.5 2085
2097,5,20,45225.39,HadGEM2-ES,4.5,124,RCP 4.5 2085
2098,3,6,133986.99,HadGEM2-ES,4.5,74,RCP 4.5 2085
2098,5,4,94244.73,HadGEM2-ES,4.5,126,RCP 4.5 2085
2099,5,10,147104.57,HadGEM2-ES,4.5,151,RCP 4.5 2085
2099,6,10,332520.58,HadGEM2-ES,4.5,154,RCP 4.5 2085
2070,6,3,45243.24,MIROC5,4.5,181,RCP 4.5 2085
2070,7,4,60154.15,MIROC5,4.5,184,RCP 4.5 2085
2071,5,5,291087.4,MIROC5,4.5,126,RCP 4.5 2085
2071,6,1,214412.42,MIROC5,4.5,175,RCP 4.5 2085
2071,6,4,231087.35,MIROC5,4.5,160,RCP 4.5 2085
2072,4,3,214940.51,MIROC5,4.5,120,RCP 4.5 2085
2072,4,7,221006.73,MIROC5,4.5,103,RCP 4.5 2085
2073,6,1,292283.77,MIROC5,4.5,175,RCP 4.5 2085
2073,6,9,422385.29,MIROC5,4.5,167,RCP 4.5 2085
2074,5,8,185288.14,MIROC5,4.5,149,RCP 4.5 2085
2074,6,2,131256.13,MIROC5,4.5,168,RCP 4.5 2085
2075,3,10,236316.81,MIROC5,4.5,64,RCP 4.5 2085
2076,6,10,51662.83,MIROC5,4.5,173,RCP 4.5 2085
2077,6,2,39134.32,MIROC5,4.5,175,RCP 4.5 2085
2077,6,3,39821.98,MIROC5,4.5,170,RCP 4.5 2085
2077,6,5,41575.85,MIROC5,4.5,179,RCP 4.5 2085
2078,4,3,85096.94,MIROC5,4.5,96,RCP 4.5 2085
2078,7,7,99958.84,MIROC5,4.5,185,RCP 4.5 2085
2079,4,3,93550.17,MIROC5,4.5,104,RCP 4.5 2085
2079,4,7,96790.64,MIROC5,4.5,115,RCP 4.5 2085
2080,6,10,200069.44,MIROC5,4.5,155,RCP 4.5 2085
2081,3,6,65074.13,MIROC5,4.5,90,RCP 4.5 2085
2081,7,4,47210.79,MIROC5,4.5,203,RCP 4.5 2085
2082,3,1,265567.45,MIROC5,4.5,65,RCP 4.5 2085
2082,3,9,317006.57,MIROC5,4.5,71,RCP 4.5 2085
2083,3,10,47727.86,MIROC5,4.5,88,RCP 4.5 2085
2084,5,6,112757.18,MIROC5,4.5,138,RCP 4.5 2085
2084,6,4,111025.79,MIROC5,4.5,175,RCP 4.5 2085
2085,5,10,101189.53,MIROC5,4.5,145,RCP 4.5 2085
2086,7,3,55746.5,MIROC5,4.5,190,RCP 4.5 2085
2086,7,4,61023.01,MIROC5,4.5,196,RCP 4.5 2085
2087,6,10,160415.53,MIROC5,4.5,168,RCP 4.5 2085
2088,4,10,56426.62,MIROC5,4.5,116,RCP 4.5 2085
2089,6,3,301000.79,MIROC5,4.5,178,RCP 4.5 2085
2089,6,7,394191.03,MIROC5,4.5,167,RCP 4.5 2085
2090,3,3,29545.83,MIROC5,4.5,91,RCP 4.5 2085
2090,7,1,23727.32,MIROC5,4.5,193,RCP 4.5 2085
2090,7,6,24688.19,MIROC5,4.5,188,RCP 4.5 2085
2091,4,10,153859.58,MIROC5,4.5,123,RCP 4.5 2085
2091,5,10,125899.82,MIROC5,4.5,128,RCP 4.5 2085
2092,6,9,226497.55,MIROC5,4.5,168,RCP 4.5 2085
2092,7,1,152665.05,MIROC5,4.5,188,RCP 4.5 2085
2093,7,4,44739.9,MIROC5,4.5,200,RCP 4.5 2085
2093,7,6,54698.16,MIROC5,4.5,185,RCP 4.5 2085
2094,5,5,65935.6,MIROC5,4.5,136,RCP 4.5 2085
2095,4,2,32703.7,MIROC5,4.5,104,RCP 4.5 2085
2095,9,8,26599.83,MIROC5,4.5,263,RCP 4.5 2085
2096,4,10,57403,MIROC5,4.5,123,RCP 4.5 2085
2096,5,10,59111.43,MIROC5,4.5,124,RCP 4.5 2085
2097,5,2,79767.62,MIROC5,4.5,128,RCP 4.5 2085
2097,6,1,81359.97,MIROC5,4.5,182,RCP 4.5 2085
2097,6,7,100638.22,MIROC5,4.5,168,RCP 4.5 2085
2098,6,10,255912.93,MIROC5,4.5,154,RCP 4.5 2085
2099,4,1,163210.13,MIROC5,4.5,121,RCP 4.5 2085
2099,4,9,403324.97,MIROC5,4.5,95,RCP 4.5 2085
2015,4,10,152459.33,ACCESS1-0,8.5,113,RCP 8.5 2030
2016,7,10,326873.96,ACCESS1-0,8.5,187,RCP 8.5 2030
2017,4,5,31035.72,ACCESS1-0,8.5,122,RCP 8.5 2030
2017,5,5,36831.23,ACCESS1-0,8.5,132,RCP 8.5 2030
2018,8,1,57009.45,ACCESS1-0,8.5,228,RCP 8.5 2030
2018,8,9,62874.54,ACCESS1-0,8.5,219,RCP 8.5 2030
2019,3,4,103837.54,ACCESS1-0,8.5,84,RCP 8.5 2030
2019,4,6,98894.51,ACCESS1-0,8.5,105,RCP 8.5 2030
2020,2,1,38659.32,ACCESS1-0,8.5,45,RCP 8.5 2030
2020,7,2,39496.73,ACCESS1-0,8.5,190,RCP 8.5 2030
2020,7,7,51201.44,ACCESS1-0,8.5,197,RCP 8.5 2030
2021,6,9,56762.37,ACCESS1-0,8.5,175,RCP 8.5 2030
2021,7,1,42163.74,ACCESS1-0,8.5,195,RCP 8.5 2030
2022,4,9,112184.84,ACCESS1-0,8.5,115,RCP 8.5 2030
2022,5,1,66685.84,ACCESS1-0,8.5,130,RCP 8.5 2030
2023,4,1,129159.83,ACCESS1-0,8.5,113,RCP 8.5 2030
2023,5,9,215136.41,ACCESS1-0,8.5,134,RCP 8.5 2030
2024,3,6,406585.71,ACCESS1-0,8.5,77,RCP 8.5 2030
2024,4,4,296467.31,ACCESS1-0,8.5,118,RCP 8.5 2030
2025,4,6,238576.3,ACCESS1-0,8.5,117,RCP 8.5 2030
2025,7,4,149734.88,ACCESS1-0,8.5,186,RCP 8.5 2030
2026,6,10,163643.64,ACCESS1-0,8.5,154,RCP 8.5 2030
2027,6,10,351744.6,ACCESS1-0,8.5,156,RCP 8.5 2030
2028,2,6,303185.38,ACCESS1-0,8.5,56,RCP 8.5 2030
2028,4,4,229474.88,ACCESS1-0,8.5,104,RCP 8.5 2030
2029,5,10,174454.43,ACCESS1-0,8.5,127,RCP 8.5 2030
2030,6,4,218732.35,ACCESS1-0,8.5,161,RCP 8.5 2030
2030,6,6,242162.53,ACCESS1-0,8.5,172,RCP 8.5 2030
2031,4,10,148360.47,ACCESS1-0,8.5,123,RCP 8.5 2030
2031,5,10,202820.17,ACCESS1-0,8.5,125,RCP 8.5 2030
2032,4,7,151105.96,ACCESS1-0,8.5,123,RCP 8.5 2030
2032,5,3,127841.83,ACCESS1-0,8.5,132,RCP 8.5 2030
2032,5,7,129723.19,ACCESS1-0,8.5,124,RCP 8.5 2030
2033,6,10,145147.86,ACCESS1-0,8.5,157,RCP 8.5 2030
2034,4,10,271253.89,ACCESS1-0,8.5,117,RCP 8.5 2030
2035,4,6,30437.91,ACCESS1-0,8.5,96,RCP 8.5 2030
2035,5,4,34328.63,ACCESS1-0,8.5,129,RCP 8.5 2030
2036,3,10,84853.56,ACCESS1-0,8.5,79,RCP 8.5 2030
2037,4,2,220933.95,ACCESS1-0,8.5,107,RCP 8.5 2030
2037,5,8,285660.41,ACCESS1-0,8.5,141,RCP 8.5 2030
2038,5,1,160407.56,ACCESS1-0,8.5,133,RCP 8.5 2030
2038,5,8,214226.83,ACCESS1-0,8.5,126,RCP 8.5 2030
2039,3,1,31763.35,ACCESS1-0,8.5,64,RCP 8.5 2030
2039,5,3,34668.76,ACCESS1-0,8.5,142,RCP 8.5 2030
2039,6,1,29991.94,ACCESS1-0,8.5,182,RCP 8.5 2030
2039,6,3,30364.47,ACCESS1-0,8.5,179,RCP 8.5 2030
2039,7,2,34591.52,ACCESS1-0,8.5,209,RCP 8.5 2030
2040,3,7,226574.89,ACCESS1-0,8.5,77,RCP 8.5 2030
2040,7,3,126767.78,ACCESS1-0,8.5,186,RCP 8.5 2030
2041,4,9,261251.66,ACCESS1-0,8.5,119,RCP 8.5 2030
2041,5,1,99730.21,ACCESS1-0,8.5,142,RCP 8.5 2030
2041,5,9,97073.5,ACCESS1-0,8.5,124,RCP 8.5 2030
2042,2,6,231685.45,ACCESS1-0,8.5,54,RCP 8.5 2030
2042,4,4,197631.48,ACCESS1-0,8.5,100,RCP 8.5 2030
2043,6,2,66021.36,ACCESS1-0,8.5,154,RCP 8.5 2030
2043,8,8,100158.97,ACCESS1-0,8.5,215,RCP 8.5 2030
2044,6,3,59672.43,ACCESS1-0,8.5,182,RCP 8.5 2030
2044,6,7,66507.9,ACCESS1-0,8.5,176,RCP 8.5 2030
2015,8,2,24522.72,CCSM4,8.5,214,RCP 8.5 2030
2015,8,6,25430.58,CCSM4,8.5,227,RCP 8.5 2030
2016,5,7,264206.81,CCSM4,8.5,145,RCP 8.5 2030
2016,6,13,167006.74,CCSM4,8.5,161,RCP 8.5 2030
2017,6,13,193354.28,CCSM4,8.5,165,RCP 8.5 2030
2018,5,4,257387.95,CCSM4,8.5,137,RCP 8.5 2030
2018,6,6,319469.6,CCSM4,8.5,154,RCP 8.5 2030
2019,5,1,82975.78,CCSM4,8.5,143,RCP 8.5 2030
2019,6,4,91420.43,CCSM4,8.5,177,RCP 8.5 2030
2019,6,5,86246.8,CCSM4,8.5,155,RCP 8.5 2030
2020,5,4,115497.22,CCSM4,8.5,136,RCP 8.5 2030
2020,8,6,91307.2,CCSM4,8.5,230,RCP 8.5 2030
2021,4,10,84874.95,CCSM4,8.5,123,RCP 8.5 2030
2021,5,10,110687.49,CCSM4,8.5,126,RCP 8.5 2030
2022,3,10,274360.95,CCSM4,8.5,81,RCP 8.5 2030
2023,4,1,107091.06,CCSM4,8.5,118,RCP 8.5 2030
2023,4,9,216717.22,CCSM4,8.5,104,RCP 8.5 2030
2024,5,2,107695.56,CCSM4,8.5,146,RCP 8.5 2030
2024,6,8,141847.26,CCSM4,8.5,176,RCP 8.5 2030
2025,4,10,185177.4,CCSM4,8.5,109,RCP 8.5 2030
2026,6,10,274001.41,CCSM4,8.5,156,RCP 8.5 2030
2027,3,9,268258.07,CCSM4,8.5,72,RCP 8.5 2030
2027,4,1,144031.75,CCSM4,8.5,117,RCP 8.5 2030
2028,5,10,333441.31,CCSM4,8.5,141,RCP 8.5 2030
2029,5,4,184711.84,CCSM4,8.5,139,RCP 8.5 2030
2029,5,6,192817,CCSM4,8.5,146,RCP 8.5 2030
2030,4,8,78085.7,CCSM4,8.5,116,RCP 8.5 2030
2030,7,2,65518.16,CCSM4,8.5,185,RCP 8.5 2030
2031,5,10,76397.41,CCSM4,8.5,135,RCP 8.5 2030
2032,6,1,92861.77,CCSM4,8.5,169,RCP 8.5 2030
2032,6,8,111587.55,CCSM4,8.5,162,RCP 8.5 2030
2033,6,1,76822.7,CCSM4,8.5,158,RCP 8.5 2030
2033,6,2,79333.46,CCSM4,8.5,161,RCP 8.5 2030
2033,6,7,97183.23,CCSM4,8.5,168,RCP 8.5 2030
2034,3,10,257582.16,CCSM4,8.5,92,RCP 8.5 2030
2034,4,10,293289.52,CCSM4,8.5,93,RCP 8.5 2030
2035,4,2,27815.3,CCSM4,8.5,118,RCP 8.5 2030
2035,7,2,26850.78,CCSM4,8.5,196,RCP 8.5 2030
2035,7,4,26725.87,CCSM4,8.5,203,RCP 8.5 2030
2036,7,3,94170.54,CCSM4,8.5,187,RCP 8.5 2030
2036,7,7,126385.87,CCSM4,8.5,208,RCP 8.5 2030
2037,3,9,266291.55,CCSM4,8.5,90,RCP 8.5 2030
2037,4,1,182369.13,CCSM4,8.5,116,RCP 8.5 2030
2037,4,9,267719.65,CCSM4,8.5,93,RCP 8.5 2030
2038,3,3,255698.77,CCSM4,8.5,91,RCP 8.5 2030
2038,5,7,251488.46,CCSM4,8.5,147,RCP 8.5 2030
2039,5,5,195566.35,CCSM4,8.5,141,RCP 8.5 2030
2039,6,5,175650.68,CCSM4,8.5,158,RCP 8.5 2030
2040,5,3,248519.39,CCSM4,8.5,140,RCP 8.5 2030
2040,5,7,307620.47,CCSM4,8.5,129,RCP 8.5 2030
2041,3,2,56952.57,CCSM4,8.5,76,RCP 8.5 2030
2041,3,3,62139.32,CCSM4,8.5,88,RCP 8.5 2030
2041,3,5,94021.16,CCSM4,8.5,66,RCP 8.5 2030
2042,4,4,161738.22,CCSM4,8.5,114,RCP 8.5 2030
2042,5,5,217197.55,CCSM4,8.5,149,RCP 8.5 2030
2042,6,1,145235.24,CCSM4,8.5,172,RCP 8.5 2030
2043,4,1,71219.45,CCSM4,8.5,105,RCP 8.5 2030
2043,4,7,121502.49,CCSM4,8.5,110,RCP 8.5 2030
2043,6,2,68639.58,CCSM4,8.5,153,RCP 8.5 2030
2044,5,7,88690.25,CCSM4,8.5,143,RCP 8.5 2030
2044,6,3,57020.21,CCSM4,8.5,155,RCP 8.5 2030
2015,6,1,90127.56,CESM1,8.5,170,RCP 8.5 2030
2015,6,7,175710.53,CESM1,8.5,177,RCP 8.5 2030
2015,7,1,92755.6,CESM1,8.5,183,RCP 8.5 2030
2016,5,10,143272.1,CESM1,8.5,150,RCP 8.5 2030
2016,6,10,124318.31,CESM1,8.5,153,RCP 8.5 2030
2017,5,10,54774.49,CESM1,8.5,151,RCP 8.5 2030
2017,6,10,77083.53,CESM1,8.5,153,RCP 8.5 2030
2018,6,10,254001.77,CESM1,8.5,155,RCP 8.5 2030
2019,5,4,87459.89,CESM1,8.5,135,RCP 8.5 2030
2019,5,5,88230.49,CESM1,8.5,150,RCP 8.5 2030
2019,6,1,72547.97,CESM1,8.5,156,RCP 8.5 2030
2019,6,5,72731.95,CESM1,8.5,152,RCP 8.5 2030
2020,4,1,117020.49,CESM1,8.5,118,RCP 8.5 2030
2020,5,9,233715.27,CESM1,8.5,125,RCP 8.5 2030
2021,6,4,199681.05,CESM1,8.5,166,RCP 8.5 2030
2021,6,6,231991.3,CESM1,8.5,155,RCP 8.5 2030
2022,4,10,54429.45,CESM1,8.5,105,RCP 8.5 2030
2023,4,10,205652.32,CESM1,8.5,103,RCP 8.5 2030
2024,4,1,97662.01,CESM1,8.5,113,RCP 8.5 2030
2024,6,9,116669.07,CESM1,8.5,168,RCP 8.5 2030
2025,4,6,286892.12,CESM1,8.5,103,RCP 8.5 2030
2025,6,4,187177.97,CESM1,8.5,182,RCP 8.5 2030
2025,7,4,193867.56,CESM1,8.5,183,RCP 8.5 2030
2026,6,10,79317.74,CESM1,8.5,182,RCP 8.5 2030
2026,7,10,82095.85,CESM1,8.5,184,RCP 8.5 2030
2027,5,10,77198.05,CESM1,8.5,141,RCP 8.5 2030
2028,5,9,289710.21,CESM1,8.5,151,RCP 8.5 2030
2028,6,1,222255.67,CESM1,8.5,160,RCP 8.5 2030
2028,6,9,256883.74,CESM1,8.5,155,RCP 8.5 2030
2029,4,10,365993.6,CESM1,8.5,111,RCP 8.5 2030
2030,3,8,320844.34,CESM1,8.5,82,RCP 8.5 2030
2030,6,2,183816.04,CESM1,8.5,177,RCP 8.5 2030
2031,6,3,209714.27,CESM1,8.5,164,RCP 8.5 2030
2031,6,7,250089.38,CESM1,8.5,157,RCP 8.5 2030
2032,5,2,146590.43,CESM1,8.5,125,RCP 8.5 2030
2032,5,8,139605.04,CESM1,8.5,144,RCP 8.5 2030
2033,4,7,188548.09,CESM1,8.5,122,RCP 8.5 2030
2033,5,7,184693.79,CESM1,8.5,124,RCP 8.5 2030
2033,6,3,163534.73,CESM1,8.5,153,RCP 8.5 2030
2034,4,10,509612.87,CESM1,8.5,107,RCP 8.5 2030
2035,3,2,30143.31,CESM1,8.5,91,RCP 8.5 2030
2035,7,8,29722.6,CESM1,8.5,186,RCP 8.5 2030
2036,5,1,135577.14,CESM1,8.5,139,RCP 8.5 2030
2036,5,9,169470.84,CESM1,8.5,152,RCP 8.5 2030
2036,6,9,144422.73,CESM1,8.5,153,RCP 8.5 2030
2037,5,2,140476.8,CESM1,8.5,125,RCP 8.5 2030
2037,5,5,167787.61,CESM1,8.5,141,RCP 8.5 2030
2037,6,3,158892.65,CESM1,8.5,153,RCP 8.5 2030
2038,5,4,36020.57,CESM1,8.5,135,RCP 8.5 2030
2038,8,1,28187.21,CESM1,8.5,221,RCP 8.5 2030
2038,8,5,28890.02,CESM1,8.5,216,RCP 8.5 2030
2039,3,5,213982.07,CESM1,8.5,91,RCP 8.5 2030
2039,4,3,223132.05,CESM1,8.5,105,RCP 8.5 2030
2039,4,5,231962.55,CESM1,8.5,94,RCP 8.5 2030
2039,6,2,215140.05,CESM1,8.5,154,RCP 8.5 2030
2040,4,1,218501.39,CESM1,8.5,110,RCP 8.5 2030
2040,5,4,273396.64,CESM1,8.5,133,RCP 8.5 2030
2040,6,5,264685.97,CESM1,8.5,173,RCP 8.5 2030
2041,6,3,277912.12,CESM1,8.5,164,RCP 8.5 2030
2041,6,7,353313.53,CESM1,8.5,153,RCP 8.5 2030
2042,5,1,86375.28,CESM1,8.5,151,RCP 8.5 2030
2042,5,4,88588.27,CESM1,8.5,144,RCP 8.5 2030
2042,6,4,77887.53,CESM1,8.5,158,RCP 8.5 2030
2042,7,1,76649.93,CESM1,8.5,184,RCP 8.5 2030
2043,6,10,135438.01,CESM1,8.5,159,RCP 8.5 2030
2044,5,6,82087.89,CESM1,8.5,144,RCP 8.5 2030
2044,6,4,80836.39,CESM1,8.5,155,RCP 8.5 2030
2015,5,10,128919.82,CMCC,8.5,148,RCP 8.5 2030
2015,6,10,120291.55,CMCC,8.5,152,RCP 8.5 2030
2016,4,10,80985.91,CMCC,8.5,106,RCP 8.5 2030
2017,4,10,201508.23,CMCC,8.5,107,RCP 8.5 2030
2018,4,1,85361.5,CMCC,8.5,95,RCP 8.5 2030
2018,4,2,86774.93,CMCC,8.5,121,RCP 8.5 2030
2018,4,3,94483.43,CMCC,8.5,97,RCP 8.5 2030
2018,4,4,118867.07,CMCC,8.5,107,RCP 8.5 2030
2019,8,10,85252.89,CMCC,8.5,224,RCP 8.5 2030
2020,4,1,52799.39,CMCC,8.5,120,RCP 8.5 2030
2020,8,9,76882.93,CMCC,8.5,216,RCP 8.5 2030
2021,5,7,308850.3,CMCC,8.5,146,RCP 8.5 2030
2021,6,3,231373.78,CMCC,8.5,160,RCP 8.5 2030
2022,3,6,373831.99,CMCC,8.5,65,RCP 8.5 2030
2022,5,4,471138.2,CMCC,8.5,125,RCP 8.5 2030
2023,6,10,225559.53,CMCC,8.5,155,RCP 8.5 2030
2024,6,10,91048.97,CMCC,8.5,166,RCP 8.5 2030
2025,4,3,79449.96,CMCC,8.5,110,RCP 8.5 2030
2025,4,5,82148.15,CMCC,8.5,96,RCP 8.5 2030
2025,7,2,82830.74,CMCC,8.5,185,RCP 8.5 2030
2026,4,2,196361.78,CMCC,8.5,102,RCP 8.5 2030
2026,4,3,215492.8,CMCC,8.5,107,RCP 8.5 2030
2026,5,5,239624.82,CMCC,8.5,136,RCP 8.5 2030
2027,4,4,137368,CMCC,8.5,110,RCP 8.5 2030
2027,5,6,151769.62,CMCC,8.5,126,RCP 8.5 2030
2028,4,1,131863.82,CMCC,8.5,107,RCP 8.5 2030
2028,4,9,174707.36,CMCC,8.5,116,RCP 8.5 2030
2029,1,1,41484.77,CMCC,8.5,31,RCP 8.5 2030
2029,1,2,41522.72,CMCC,8.5,21,RCP 8.5 2030
2029,1,3,51174.14,CMCC,8.5,12,RCP 8.5 2030
2029,3,3,45167.11,CMCC,8.5,63,RCP 8.5 2030
2029,4,1,42335.26,CMCC,8.5,121,RCP 8.5 2030
2030,5,1,151814.04,CMCC,8.5,144,RCP 8.5 2030
2030,5,4,199948.72,CMCC,8.5,133,RCP 8.5 2030
2030,5,5,173642.65,CMCC,8.5,149,RCP 8.5 2030
2031,4,2,34399.94,CMCC,8.5,113,RCP 8.5 2030
2031,4,8,56656.48,CMCC,8.5,119,RCP 8.5 2030
2032,4,2,132681.34,CMCC,8.5,105,RCP 8.5 2030
2032,4,8,260001.04,CMCC,8.5,119,RCP 8.5 2030
2032,5,8,134011.27,CMCC,8.5,124,RCP 8.5 2030
